PH,Phosphorus,Potassium,Nitrogen,Temperature,Rainfall,Crop_type,Humidity,Soil_type
5.4,4.0,412.0,0.1694,29.17333333,0.413333333,Dagussa,0.7,brown
6.1,85.0,832.0,0.275,29.72333333,1.986666667,Fallow,0.55,brown
6.3,2.0,301.0,0.1115,30.62333333,0.75,Fallow,0.62,brown
5.4,2.0,301.0,0.229,30.62333333,0.75,Fallow,0.62,red
6.76,5.19,315.0,0.1,24.85,1.763333333,Fallow,0.74,dark gray
5.3,1.0,76.0,0.2353,25.20666667,2.293333333,Fallow,0.73,red
7.3,6.0,354.0,0.0983,24.85,1.763333333,Fallow,0.74,brown
5.8,4.0,348.0,0.1539,24.85,1.763333333,Fallow,0.74,black
7.1,7.0,238.0,0.0445,24.85,1.763333333,Fallow,0.74,brown
5.0,3.0,89.0,0.3218,24.85,1.763333333,Fallow,0.74,brown
7.0,1.0,185.0,0.252362008,25.20666667,2.293333333,Fallow,0.73,brown
5.7,1.0,167.0,0.1235,25.20666667,2.293333333,Fallow,0.73,brown
6.0,11.0,378.0,0.4477,25.20666667,2.293333333,Fallow,0.73,black
6.2,9.0,350.0,0.260151402,25.20666667,2.293333333,Fallow,0.73,brown
6.1,6.0,197.0,0.1177,25.34333333,1.736666667,Fallow,0.77,black
5.3,46.0,422.0,0.2279,25.34333333,1.736666667,Fallow,0.77,brown
6.9,10.0,257.0,0.134622792,26.32666667,0.91,Fallow,0.63,gray
5.4,5.0,507.0,0.1333,25.34333333,1.736666667,Fallow,0.77,red
5.8,4.0,79.0,0.250293402,25.34333333,1.736666667,Fallow,0.77,black
5.85,7.25,235.12,0.2289,25.34333333,1.736666667,Fallow,0.77,brown
6.0,19.0,117.0,0.0969,25.34333333,1.736666667,Fallow,0.77,brown
5.41,2.0,82.0,0.2289,25.88333333,1.343333333,Fallow,0.8,brown
6.4,1.0,117.0,0.1209,25.34333333,1.736666667,Fallow,0.77,Red
5.5,1.0,114.0,0.2289,25.34333333,1.736666667,Fallow,0.77,black
5.1,17.0,158.0,0.3044,25.34333333,1.736666667,Fallow,0.77,brown
5.3,7.0,50.0,0.1156,25.34333333,1.736666667,Fallow,0.77,brown
5.2,6.0,125.0,0.5309,25.34333333,1.736666667,Fallow,0.77,black
6.7,13.0,321.0,0.11,29.72333333,1.986666667,Maize,0.55,black
7.4,240.0,1643.0,0.3594,29.72333333,1.986666667,Maize,0.55,black
7.0,230.0,1644.0,0.251,30.62333333,0.75,Maize,0.62,brown
6.0,2.0,462.0,0.122,29.72333333,1.986666667,Maize,0.55,brown
4.9,4.0,301.0,0.247,30.62333333,0.75,Maize,0.62,red
8.14,7.17,153.0,0.2,30.62333333,0.75,Maize,0.62,brown
7.0,224.0,1464.0,0.2686,30.62333333,0.75,Maize,0.62,black
5.9,3.0,315.0,0.217,29.72333333,1.986666667,Maize,0.55,brown
6.5,116.0,1023.0,0.2435,30.62333333,0.75,Maize,0.62,black
5.2,4.0,515.0,0.203,30.62333333,0.75,Maize,0.62,brown
5.76,0.99,245.0,0.09,29.72333333,1.986666667,Maize,0.55,red
6.2,48.0,1294.0,0.2387,30.62333333,0.75,Maize,0.62,black
5.6,17.0,495.0,0.1985,30.62333333,0.75,Maize,0.62,brown
4.86,10.7,307.0,0.19,25.20666667,2.293333333,Maize,0.73,red
6.1,3.0,245.0,0.122,25.20666667,2.293333333,Maize,0.73,black
5.7,3.0,532.0,0.2068,25.20666667,2.293333333,Maize,0.73,black
5.19,3.24,291.0,0.26,25.20666667,2.293333333,Maize,0.73,reddish brown
5.3,3.0,395.0,0.1524,24.85,1.763333333,Maize,0.74,red
5.11,2.04,389.0,0.21,25.20666667,2.293333333,Maize,0.73,red
5.14,1.93,257.0,0.23,25.20666667,2.293333333,Maize,0.73,reddish brown
5.4,1.0,253.0,0.1455,24.85,1.763333333,Maize,0.74,red
4.82,3.06,515.0,0.25,25.20666667,2.293333333,Maize,0.73,red
5.04,13.9,149.0,0.26,25.20666667,2.293333333,Maize,0.73,red
4.96,2.93,370.0,0.23,25.20666667,2.293333333,Maize,0.73,red
5.8,22.0,772.0,0.207,24.85,1.763333333,Maize,0.74,brown
5.13,2.09,258.0,0.25,25.20666667,2.293333333,Maize,0.73,reddish brown
5.01,2.71,350.0,0.2,25.20666667,2.293333333,Maize,0.73,red
4.9,17.0,411.0,0.2809,24.85,1.763333333,Maize,0.74,red
5.01,2.25,97.0,0.21,25.20666667,2.293333333,Maize,0.73,red
7.25,21.8,192.0,0.176938188,25.20666667,2.293333333,Maize,0.73,brown
6.25,26.4,129.0,0.304697117,25.20666667,2.293333333,Maize,0.73,brown
5.02,1.58,737.0,0.2,25.20666667,2.293333333,Maize,0.73,reddish brown
6.65,6.3,70.0,0.170013338,25.20666667,2.293333333,Maize,0.73,brown
5.1,5.0,565.0,0.2242,25.20666667,2.293333333,Maize,0.73,red
6.25,19.2,79.0,0.143328461,25.20666667,2.293333333,Maize,0.73,other
5.1,3.0,202.0,0.19890058,25.20666667,2.293333333,Maize,0.73,red
6.46,136.7,190.0,0.191791347,25.20666667,2.293333333,Maize,0.73,brown
5.87,7.5,95.0,0.098593947,25.20666667,2.293333333,Maize,0.73,brown
6.1,41.1,138.0,0.294666827,25.20666667,2.293333333,Maize,0.73,brown
5.1,5.09,161.17,0.19890058,25.20666667,2.293333333,Maize,0.73,red
4.62,2.07,163.0,0.19,25.20666667,2.293333333,Maize,0.73,brown
5.7,3.0,298.0,0.2048,24.85,1.763333333,Maize,0.74,black
5.0,3.0,179.0,0.2094,25.20666667,2.293333333,Maize,0.73,red
4.7,1.0,327.0,0.2021,25.20666667,2.293333333,Maize,0.73,brown
6.32,19.2,123.0,0.05,25.20666667,2.293333333,Maize,0.73,brown
5.2,5.0,296.0,0.183923547,25.20666667,2.293333333,Maize,0.73,brown
6.65,7.4,61.0,0.22025364,25.20666667,2.293333333,Maize,0.73,brown
6.1,2.0,384.0,0.1273,25.20666667,2.293333333,Maize,0.73,red
7.82,0.6,266.0,0.13,24.85,1.763333333,Maize,0.74,very dark brown
6.33,3.65,424.0,0.2,24.85,1.763333333,Maize,0.74,very dark brown
5.8,2.0,259.0,0.137,25.20666667,2.293333333,Maize,0.73,red
6.0,3.0,380.0,0.179883668,25.20666667,2.293333333,Maize,0.73,black
5.41,8.51,370.0,0.21,24.85,1.763333333,Maize,0.74,perl brown
4.8,2.0,137.0,0.2549,25.20666667,2.293333333,Maize,0.73,red
5.3,5.0,514.0,0.2451,25.88333333,1.343333333,Maize,0.8,red
5.7,23.0,359.0,0.164829547,25.20666667,2.293333333,Maize,0.73,gray
5.5,4.0,619.0,0.247345527,25.20666667,2.293333333,Maize,0.73,red
6.94,1.5,189.0,0.144175153,25.20666667,2.293333333,Maize,0.73,black
5.25,7.6,214.0,0.204697726,28.04,2.78,Maize,0.73,red
7.0,8.0,431.0,0.104,28.04,2.78,Maize,0.73,black
7.16,5.4,223.0,0.190013995,28.04,2.78,Maize,0.73,black
7.64,12.4,329.0,0.159225412,28.04,2.78,Maize,0.73,black
5.55,6.5,555.0,0.196423695,28.04,2.78,Maize,0.73,red
5.7,13.0,797.0,0.211608102,28.04,2.78,Maize,0.73,red
5.45,2.4,486.0,0.186215179,28.04,2.78,Maize,0.73,red
5.4,2.0,158.0,0.1752,25.20666667,2.293333333,Maize,0.73,red
5.31,3.8,410.0,0.182873802,28.04,2.78,Maize,0.73,red
5.3,4.0,614.0,0.287016226,25.20666667,2.293333333,Maize,0.73,other
5.95,51.4,516.0,0.240991169,28.04,2.78,Maize,0.73,red
6.65,4.1,263.0,0.145299107,28.04,2.78,Maize,0.73,black
6.9,6.0,594.0,0.0895,28.04,2.78,Maize,0.73,black
5.65,1.7,148.0,0.20350871,28.04,2.78,Maize,0.73,red
5.53,2.7,105.0,0.186725216,28.04,2.78,Maize,0.73,red
6.0,6.84,186.4,0.118456249,25.20666667,2.293333333,Maize,0.73,black
5.3,3.94,326.36,0.287016226,25.20666667,2.293333333,Maize,0.73,other
5.7,1.0,696.0,0.1638,25.20666667,2.293333333,Maize,0.73,other
5.5,4.0,514.0,0.2325,25.20666667,2.293333333,Maize,0.73,brown
6.22,10.1,92.0,0.1,28.04,2.78,Maize,0.73,brown
6.96,27.0,491.0,0.12,24.85,1.763333333,Maize,0.74,black
7.12,66.7,448.0,0.1,28.04,2.78,Maize,0.73,black
5.4,4.0,169.0,0.12223,25.20666667,2.293333333,Maize,0.73,red
5.6,1.0,200.0,0.1211,25.20666667,2.293333333,Maize,0.73,red
5.93,3.54,502.0,0.27,28.04,2.78,Maize,0.73,red
6.5,4.0,408.0,0.1274,28.04,2.78,Maize,0.73,black
5.7,4.0,922.0,0.1638,25.20666667,2.293333333,Maize,0.73,brown
5.0,4.98,222.15,0.229282801,25.20666667,2.293333333,Maize,0.73,brown
6.77,1.77,372.0,0.13,28.04,2.78,Maize,0.73,brown
6.78,1.6,304.0,0.169855492,28.04,2.78,Maize,0.73,black
6.3,3.0,410.0,0.1357,28.04,2.78,Maize,0.73,black
6.0,4.0,208.0,0.1134,24.85,1.763333333,Maize,0.74,brown
6.4,3.0,349.0,0.1236,28.04,2.78,Maize,0.73,black
5.7,4.96,186.0,0.28,28.04,2.78,Maize,0.73,red
6.27,2.66,269.0,0.16,28.04,2.78,Maize,0.73,red
5.8,4.0,365.0,0.009379812,25.20666667,2.293333333,Maize,0.73,black
5.8,3.0,493.0,0.009379812,25.20666667,2.293333333,Maize,0.73,red
6.7,4.0,631.0,0.1515,24.85,1.763333333,Maize,0.74,black
5.7,2.0,166.0,0.1638,25.20666667,2.293333333,Maize,0.73,red
5.7,3.0,733.0,0.252834987,25.20666667,2.293333333,Maize,0.73,brown
5.4,101.0,812.0,0.153057985,25.20666667,2.293333333,Maize,0.73,red
5.4,2.41,469.99,0.153057985,25.20666667,2.293333333,Maize,0.73,red
5.5,2.0,240.0,0.1681,25.20666667,2.293333333,Maize,0.73,brown
5.88,3.14,274.0,0.28,28.04,2.78,Maize,0.73,red
6.6,6.0,545.0,0.1265,28.04,2.78,Maize,0.73,black
5.8,3.0,352.0,0.009379812,25.20666667,2.293333333,Maize,0.73,black
7.0,2.0,521.0,0.252362008,25.20666667,2.293333333,Maize,0.73,brown
5.7,2.0,142.0,0.252834987,25.20666667,2.293333333,Maize,0.73,red
5.6,1.0,124.0,0.235689774,25.20666667,2.293333333,Maize,0.73,red
5.4,4.52,230.0,0.26,28.04,2.78,Maize,0.73,red
7.2,3.0,530.0,0.2353,28.04,2.78,Maize,0.73,brown
5.6,8.0,374.0,0.1629,28.04,2.78,Maize,0.73,red
8.1,66.0,726.0,0.0851,24.85,1.763333333,Maize,0.74,brown
6.5,1.0,482.0,0.0985,28.04,2.78,Maize,0.73,black
5.79,4.0,379.0,0.186203319,28.04,2.78,Maize,0.73,red
5.6,9.0,703.0,0.2276,25.20666667,2.293333333,Maize,0.73,brown
5.7,3.0,328.0,0.252834987,25.20666667,2.293333333,Maize,0.73,red
5.3,2.0,471.0,0.207024612,25.20666667,2.293333333,Maize,0.73,brown
5.78,2.12,610.0,0.23,28.04,2.78,Maize,0.73,red
6.02,14.5,175.0,0.09,28.04,2.78,Maize,0.73,black
5.34,4.81,123.0,0.27,28.04,2.78,Maize,0.73,red
5.55,1.6,130.0,0.217488577,28.04,2.78,Maize,0.73,red
7.0,4.0,165.0,0.252362008,25.20666667,2.293333333,Maize,0.73,brown
7.0,3.0,487.0,0.252362008,25.20666667,2.293333333,Maize,0.73,brown
6.8,3.0,311.0,0.2011,25.20666667,2.293333333,Maize,0.73,red
6.18,3.78,660.0,0.29102335,28.04,2.78,Maize,0.73,red
5.85,1.5,275.0,0.162474818,28.04,2.78,Maize,0.73,red
6.0,5.0,453.0,0.1963,28.04,2.78,Maize,0.73,red
6.74,26.0,712.0,0.1001781,28.04,2.78,Maize,0.73,black;vertisol
6.04,1.76,313.0,0.13,28.04,2.78,Maize,0.73,Dark brown
5.2,1.0,428.0,0.000261711,25.20666667,2.293333333,Maize,0.73,red
5.71,6.1,492.0,0.196323133,28.04,2.78,Maize,0.73,red
5.58,4.24,342.0,0.3,28.04,2.78,Maize,0.73,red
5.67,27.0,739.0,0.17,25.20666667,2.293333333,Maize,0.73,black
6.82,9.0,241.0,0.133680176,28.04,2.78,Maize,0.73,black
6.6,2.0,585.0,0.1227,28.04,2.78,Maize,0.73,black
6.7,5.91,171.81,0.252041054,25.20666667,2.293333333,Maize,0.73,black
6.7,3.0,590.0,0.252041054,25.20666667,2.293333333,Maize,0.73,red
6.75,2.6,237.0,0.135172807,28.04,2.78,Maize,0.73,black
5.8,4.0,457.0,0.1571,28.04,2.78,Maize,0.73,red
6.5,5.8,533.0,0.206286546,28.04,2.78,Maize,0.73,black
6.63,24.0,490.0,0.200703292,28.04,2.78,Maize,0.73,black
5.19,17.3,489.0,0.171984103,28.04,2.78,Maize,0.73,red
5.7,3.0,532.0,0.217347627,25.20666667,2.293333333,Maize,0.73,red
4.85,4.98,369.0,0.27,28.04,2.78,Maize,0.73,red
5.3,11.62,244.54,0.214370848,25.20666667,2.293333333,Maize,0.73,brown
5.7,8.84,729.67,0.235599614,25.20666667,2.293333333,Maize,0.73,red
5.77,6.5,699.0,0.188346313,28.04,2.78,Maize,0.73,red
7.87,16.0,569.0,0.09,24.85,1.763333333,Maize,0.74,black
6.2,5.0,399.0,0.1426,28.04,2.78,Maize,0.73,black
6.7,58.0,806.0,0.2496,25.20666667,2.293333333,Maize,0.73,red
5.53,2.62,516.0,0.16,24.85,1.763333333,Maize,0.74,red
6.2,23.0,624.0,0.2494,25.20666667,2.293333333,Maize,0.73,red
6.2,6.0,665.0,0.2152,25.20666667,2.293333333,Maize,0.73,brown
5.33,2.19,111.0,0.23,24.85,1.763333333,Maize,0.74,red
5.7,4.0,543.0,0.217347627,25.20666667,2.293333333,Maize,0.73,red
6.1,3.0,262.0,0.072,25.20666667,2.293333333,Maize,0.73,brown
5.7,5.0,332.0,0.2045,25.20666667,2.293333333,Maize,0.73,brown
6.9,3.0,369.0,0.1712,24.85,1.763333333,Maize,0.74,brown
5.7,6.0,319.0,0.211,25.20666667,2.293333333,Maize,0.73,red
5.65,6.7,786.0,0.19087808,28.04,2.78,Maize,0.73,red
6.1,2.0,349.0,0.1514,28.04,2.78,Maize,0.73,brown
6.1,6.0,674.0,0.2119,25.20666667,2.293333333,Maize,0.73,brown
4.9,5.15,718.0,0.22,28.04,2.78,Maize,0.73,red
5.4,5.0,472.0,0.1914,25.20666667,2.293333333,Maize,0.73,red
5.8,8.0,407.0,0.1503,28.04,2.78,Maize,0.73,red
6.3,2.0,684.0,0.2306,25.20666667,2.293333333,Maize,0.73,red
5.2,8.0,557.0,0.000261711,25.20666667,2.293333333,Maize,0.73,brown
6.1,15.0,1052.0,0.072,25.20666667,2.293333333,Maize,0.73,brown
5.95,5.6,371.0,0.205596573,28.04,2.78,Maize,0.73,red
5.18,8.81,162.0,0.28,28.04,2.78,Maize,0.73,red
5.9,3.0,421.0,0.1708,28.04,2.78,Maize,0.73,red
4.65,3.96,335.0,0.28,28.04,2.78,Maize,0.73,reddish brown
5.7,7.0,605.0,0.1971,28.04,2.78,Maize,0.73,red
6.15,0.05,194.0,0.136260294,28.04,2.78,Maize,0.73,black
6.4,11.0,879.0,0.242,25.20666667,2.293333333,Maize,0.73,red
5.77,4.05,514.0,0.28,28.04,2.78,Maize,0.73,red
5.85,6.8,759.0,0.212086428,28.04,2.78,Maize,0.73,red
5.45,3.4,564.0,0.217740219,28.04,2.78,Maize,0.73,red
6.1,18.0,1232.0,0.167037589,25.20666667,2.293333333,Maize,0.73,red
6.1,3.0,348.0,0.167037589,25.20666667,2.293333333,Maize,0.73,brown
5.4,2.7,143.0,0.201673301,28.04,2.78,Maize,0.73,red
5.8,3.0,425.0,0.1944,25.20666667,2.293333333,Maize,0.73,brown
5.32,1.84,448.0,0.28,28.04,2.78,Maize,0.73,red
5.7,4.0,425.0,0.2014,28.04,2.78,Maize,0.73,red
5.55,3.2,546.0,0.212902951,28.04,2.78,Maize,0.73,red
5.9,5.0,299.0,0.1545,28.04,2.78,Maize,0.73,red
5.93,2.3,457.0,0.22,28.04,2.78,Maize,0.73,brown
5.65,4.8,492.0,0.203045808,28.04,2.78,Maize,0.73,red
5.5,3.0,433.0,0.2206,25.20666667,2.293333333,Maize,0.73,black
6.61,8.53,657.0,0.12,24.85,1.763333333,Maize,0.74,brown
6.8,35.0,1528.0,0.3017,25.20666667,2.293333333,Maize,0.73,red
5.8,4.0,548.0,0.1931,25.20666667,2.293333333,Maize,0.73,red
5.5,3.0,489.0,0.2019,28.04,2.78,Maize,0.73,red
5.35,4.3,282.0,0.176821928,28.04,2.78,Maize,0.73,red
6.1,9.0,793.0,0.2395,25.20666667,2.293333333,Maize,0.73,red
5.55,3.9,489.0,0.232567949,28.04,2.78,Maize,0.73,red
5.9,6.8,531.0,0.224338628,28.04,2.78,Maize,0.73,brown
5.88,2.52,451.0,0.27,28.04,2.78,Maize,0.73,red
5.7,2.0,301.0,0.1908,28.04,2.78,Maize,0.73,red
5.6,1.0,99.0,0.372455231,25.20666667,2.293333333,Maize,0.73,other
5.74,2.02,327.0,0.3,28.04,2.78,Maize,0.73,reddish brown
5.8,2.0,514.0,0.2155,25.20666667,2.293333333,Maize,0.73,brown
5.47,3.5,562.0,0.198354745,28.04,2.78,Maize,0.73,red
6.38,63.4,1180.0,0.33,28.04,2.78,Maize,0.73,reddish brown
5.28,2.9,151.0,0.192610481,28.04,2.78,Maize,0.73,red
6.1,4.37,634.0,0.26,28.04,2.78,Maize,0.73,red
5.77,2.1,86.0,0.187951514,28.04,2.78,Maize,0.73,red
5.9,6.0,599.0,0.22,25.20666667,2.293333333,Maize,0.73,red
5.05,3.0,189.0,0.222841203,28.04,2.78,Maize,0.73,red
5.6,2.0,357.0,0.153,25.20666667,2.293333333,Maize,0.73,brown
5.3,8.7,577.0,0.199647062,28.04,2.78,Maize,0.73,red
5.3,2.0,319.0,0.1638,25.20666667,2.293333333,Maize,0.73,red
5.4,2.0,403.0,0.1913,25.20666667,2.293333333,Maize,0.73,red
6.2,6.0,865.0,0.260151402,25.20666667,2.293333333,Maize,0.73,red
5.7,2.0,590.0,0.1929,25.20666667,2.293333333,Maize,0.73,red
6.91,4.0,209.0,0.09,24.85,1.763333333,Maize,0.74,brown
5.89,10.6,840.0,0.214515774,28.04,2.78,Maize,0.73,black
5.22,2.7,412.0,0.219909301,28.04,2.78,Maize,0.73,red
5.3,3.0,420.0,0.195,25.20666667,2.293333333,Maize,0.73,red
5.1,4.0,224.0,0.2103,25.20666667,2.293333333,Maize,0.73,red
5.8,5.0,337.0,0.250293402,25.20666667,2.293333333,Maize,0.73,brown
5.3,2.0,241.0,0.1908,25.20666667,2.293333333,Maize,0.73,red
7.2,4.41,271.85,0.110631325,28.24666667,0.68,Maize,0.52,gray
6.4,5.0,722.0,0.1987,28.04,2.78,Maize,0.73,red
6.9,2.0,490.0,0.1906,25.20666667,2.293333333,Maize,0.73,red
5.67,4.6,606.0,0.192551578,28.04,2.78,Maize,0.73,red
5.4,3.0,545.0,0.1868,25.20666667,2.293333333,Maize,0.73,red
5.45,4.2,303.0,0.197115686,28.04,2.78,Maize,0.73,red
5.1,2.0,532.0,0.2205,28.04,2.78,Maize,0.73,red
5.4,2.0,490.0,0.2045,25.20666667,2.293333333,Maize,0.73,red
5.8,3.0,247.0,0.250293402,25.20666667,2.293333333,Maize,0.73,brown
5.4,2.0,215.0,0.1983,25.20666667,2.293333333,Maize,0.73,red
5.48,2.3,402.0,0.19288072,28.04,2.78,Maize,0.73,red
5.2,4.0,155.0,0.158092966,28.04,2.78,Maize,0.73,red
5.65,6.6,529.0,0.187890421,28.04,2.78,Maize,0.73,red
5.6,3.0,348.0,0.2197,25.20666667,2.293333333,Maize,0.73,red
5.1,5.0,306.0,0.2126,28.04,2.78,Maize,0.73,red
5.6,2.0,382.0,0.2124,25.20666667,2.293333333,Maize,0.73,red
5.12,2.4,192.0,0.182058554,28.04,2.78,Maize,0.73,red
5.26,5.0,525.0,0.217419945,28.04,2.78,Maize,0.73,red
5.5,4.0,605.0,0.1916,25.20666667,2.293333333,Maize,0.73,red
5.34,3.0,334.0,0.202577287,28.04,2.78,Maize,0.73,red
6.35,9.6,1063.0,0.189316373,28.04,2.78,Maize,0.73,red
5.8,29.0,667.0,0.238,28.04,2.78,Maize,0.73,red
6.2,41.0,888.0,0.2215,25.20666667,2.293333333,Maize,0.73,red
6.35,17.7,575.0,0.293238378,28.04,2.78,Maize,0.73,red
5.2,6.0,350.0,0.2089,25.20666667,2.293333333,Maize,0.73,red
5.5,1.3,149.0,0.14748212,28.04,2.78,Maize,0.73,red
5.63,3.0,186.0,0.151984275,28.04,2.78,Maize,0.73,red
6.56,4.0,281.0,0.16,24.85,1.763333333,Maize,0.74,brown
5.56,1.5,178.0,0.144666451,28.04,2.78,Maize,0.73,red
5.0,2.0,306.0,0.1844,25.20666667,2.293333333,Maize,0.73,red
5.3,2.0,423.0,0.1951,25.20666667,2.293333333,Maize,0.73,red
6.3,21.0,1134.0,0.2444,25.20666667,2.293333333,Maize,0.73,black
5.8,2.0,211.0,0.1693,28.04,2.78,Maize,0.73,red
5.56,2.5,236.0,0.125904301,28.04,2.78,Maize,0.73,red
5.3,3.0,157.0,0.1895,28.04,2.78,Maize,0.73,red
6.25,19.2,594.0,0.250873244,28.04,2.78,Maize,0.73,red
5.5,2.0,262.0,0.1619,28.04,2.78,Maize,0.73,red
6.3,40.0,1194.0,0.2497,25.34333333,1.736666667,Maize,0.77,red
6.1,3.1,168.0,0.195473194,28.04,2.78,Maize,0.73,red
5.55,2.9,268.0,0.167795479,28.04,2.78,Maize,0.73,red
5.37,3.1,311.0,0.193049497,25.34333333,1.736666667,Maize,0.77,red
6.0,27.0,462.0,0.1339,25.34333333,1.736666667,Maize,0.77,brown
6.5,13.0,415.0,0.16,26.32666667,0.91,Maize,0.63,black
5.6,1.9,210.0,0.174813038,25.34333333,1.736666667,Maize,0.77,red
6.58,75.0,504.0,0.16,26.32666667,0.91,Maize,0.63,gray
7.4,7.0,614.0,0.043662318,26.32666667,0.91,Maize,0.63,brown
5.56,1.6,227.0,0.175900251,25.88333333,1.343333333,Maize,0.8,red
5.75,1.3,162.0,0.16756813,25.88333333,1.343333333,Maize,0.8,red
7.4,41.0,936.0,0.043662318,26.32666667,0.91,Maize,0.63,black
5.21,5.8,260.0,0.192934615,25.88333333,1.343333333,Maize,0.8,red
5.8,5.0,388.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.8,2.0,461.0,0.250293402,25.34333333,1.736666667,Maize,0.77,red
6.0,13.0,533.0,0.16,26.32666667,0.91,Maize,0.63,black
6.77,25.0,837.0,0.16,26.32666667,0.91,Maize,0.63,brown
6.8,6.0,479.0,0.024284862,26.32666667,0.91,Maize,0.63,black
7.4,56.0,997.0,0.043662318,26.32666667,0.91,Maize,0.63,red
5.3,7.0,242.0,0.2279,25.34333333,1.736666667,Maize,0.77,brown
5.69,2.7,490.0,0.198390308,25.88333333,1.343333333,Maize,0.8,red
5.1,5.0,639.0,0.2289,25.34333333,1.736666667,Maize,0.77,red
6.01,3.0,134.0,0.219389893,25.88333333,1.343333333,Maize,0.8,red
5.89,45.0,659.0,0.16,26.32666667,0.91,Maize,0.63,brown
5.89,5.0,417.0,0.16,26.32666667,0.91,Maize,0.63,brown
7.4,185.0,1778.0,0.043662318,26.32666667,0.91,Maize,0.63,red
5.6,2.0,541.0,0.185,25.88333333,1.343333333,Maize,0.8,red
6.8,116.0,1054.0,0.024284862,26.32666667,0.91,Maize,0.63,gray
6.1,5.0,299.0,0.1177,25.34333333,1.736666667,Maize,0.77,gray
5.3,12.0,334.0,0.2279,25.34333333,1.736666667,Maize,0.77,brown
5.3,5.0,285.0,0.2279,25.34333333,1.736666667,Maize,0.77,red
5.6,4.0,443.0,0.2039,25.34333333,1.736666667,Maize,0.77,red
6.1,3.0,230.0,0.1177,25.34333333,1.736666667,Maize,0.77,brown
6.1,63.0,709.0,0.1177,25.34333333,1.736666667,Maize,0.77,black
5.8,14.0,145.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.3,3.0,354.0,0.2279,25.34333333,1.736666667,Maize,0.77,red
5.2,4.0,196.0,0.1408,26.32666667,0.91,Maize,0.63,brown
6.1,4.0,126.0,0.1177,25.34333333,1.736666667,Maize,0.77,brown
5.99,60.0,606.0,0.16,26.32666667,0.91,Maize,0.63,brown
7.7,2.8,213.0,0.153113977,25.88333333,1.343333333,Maize,0.8,black
5.8,2.0,432.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.4,6.0,313.0,0.1333,25.34333333,1.736666667,Maize,0.77,brown
5.8,34.0,592.0,0.250293402,25.34333333,1.736666667,Maize,0.77,black
5.52,8.24,222.91,0.16,26.32666667,0.91,Maize,0.63,red
5.8,3.0,339.0,0.250293402,25.34333333,1.736666667,Maize,0.77,black
5.8,3.0,199.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.4,3.0,111.0,0.1333,25.34333333,1.736666667,Maize,0.77,red
5.8,3.0,172.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.8,4.0,415.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.85,21.0,419.0,0.2289,25.34333333,1.736666667,Maize,0.77,brown
5.8,4.0,237.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.8,24.0,474.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.4,5.0,188.0,0.1333,25.34333333,1.736666667,Maize,0.77,brown
5.8,2.35,191.91,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
6.0,7.0,235.0,0.0969,25.34333333,1.736666667,Maize,0.77,brown
6.0,15.0,210.0,0.0969,25.34333333,1.736666667,Maize,0.77,brown
6.0,2.0,253.0,0.0969,25.34333333,1.736666667,Maize,0.77,red
6.0,8.0,147.0,0.0969,25.34333333,1.736666667,Maize,0.77,black
6.02,15.0,1183.0,0.0808,25.88333333,1.343333333,Maize,0.8,red
5.24,4.0,224.0,0.0808,25.88333333,1.343333333,Maize,0.8,red
5.91,3.25,173.99,0.2289,25.34333333,1.736666667,Maize,0.77,black
6.25,10.0,258.0,0.2289,25.34333333,1.736666667,Maize,0.77,brown
5.8,14.0,411.0,0.250293402,25.34333333,1.736666667,Maize,0.77,brown
5.8,2.0,269.0,0.250293402,25.34333333,1.736666667,Maize,0.77,black
6.0,2.0,195.0,0.0969,25.34333333,1.736666667,Maize,0.77,red
6.0,11.0,406.0,0.0969,25.34333333,1.736666667,Maize,0.77,brown
6.0,6.0,241.0,0.0969,25.88333333,1.343333333,Maize,0.8,brown
5.81,1.54,156.75,0.16,26.32666667,0.91,Maize,0.63,other
5.85,44.0,669.0,0.2289,25.34333333,1.736666667,Maize,0.77,brown
5.85,64.0,588.0,0.2289,25.34333333,1.736666667,Maize,0.77,black
5.85,24.0,320.0,0.2289,25.34333333,1.736666667,Maize,0.77,brown
5.8,70.0,712.0,0.250293402,25.34333333,1.736666667,Maize,0.77,black
5.8,17.0,335.0,0.250293402,25.34333333,1.736666667,Maize,0.77,black
6.0,2.0,195.0,0.0969,25.34333333,1.736666667,Maize,0.77,Brown
6.0,13.0,238.0,0.0969,25.34333333,1.736666667,Maize,0.77,red
5.81,4.0,564.0,0.16,26.32666667,0.91,Maize,0.63,red
6.0,1.0,140.0,0.0969,25.34333333,1.736666667,Maize,0.77,Redish Brown
6.0,6.0,210.0,0.0969,25.34333333,1.736666667,Maize,0.77,brown
6.4,1.0,348.0,0.1209,25.34333333,1.736666667,Maize,0.77,red
